x,y,z,mass
1.3248730130620736,-16.15079290918416,1.2811362750551316,999222.1449384612
1.955979164841962,1.7189196560044355,1.2371984957238236,999222.1449384612
11.145509691589508,17.675053670776528,1.734645280252479,999222.1449384612
167.87121494128104,-238.74685767477717,-0.0011850628915951369,999222.1449384612
-2.823264600278245,-3.899091649892384,-0.6700129513576503,999222.1449384612
0.21752342786847081,-5.48658765420082,0.3293173211941361,999222.1449384612
-12.313985615295447,-5.775990380503958,0.19623840577697396,999222.1449384612
2.407296484810047,-0.16054786668428514,44.11937612871287,999222.1449384612
-2.0963268297852835,-5.838402858667103,0.4340963774089677,999222.1449384612
0.820177457604575,2.8923953570508534,0.9107508414636788,999222.1449384612
-20.156353744572407,65.19079938407269,1.3752784992403502,999222.1449384612
10.104636116908054,-6.957514619743793,3.537173078824929,999222.1449384612
75.24080813791433,-33.07311062165074,1.189466812932262,999222.1449384612
62.81309021008449,-42.25033908680214,3.659771536691596,999222.1449384612
-57.36498865825805,-9.326297807981456,0.6309835748559913,999222.1449384612
-2.0476819847511947,-2.8425458459676936,0.6783661234402193,999222.1449384612
-0.059649376482222155,-0.2093958378004961,0.40283166671747445,999222.1449384612
-3.640805749413124,1.7564005945806043,1.555798488551832,999222.1449384612
-10.688223112596168,-26.685257987302272,1.856456089240369,999222.1449384612
0.2906600027782111,-21.27287566868984,-0.16292066122672338,999222.1449384612
-11.70681384263454,-22.757766516933167,-1.0687980995277184,999222.1449384612
-13.151765590508518,-1.011399937828169,1.7194395576221748,999222.1449384612
-1.1929137479102703,0.5553953053818875,1.914241052721177,999222.1449384612
-1.4370592922296457,-3.628843094002324,-0.8724713311944602,999222.1449384612
-10.631698003683507,-4.022294580230421,1.4880878069409085,999222.1449384612
5.461078486718489,1.4822891723283593,1.4445271414806717,999222.1449384612
15.46960129064358,-61.04414967881809,-3.1974601705765338,999222.1449384612
-3.0836784541744016,-4.340845049728938,-0.321894407920741,999222.1449384612
-2.351814289246395,-6.020115355530339,2.8488862242771544,999222.1449384612
-31.622216970615113,-33.93438075005587,-3.329079547978388,999222.1449384612
6.256019631324848,3.345817577432216,3.052260013268242,999222.1449384612
-21.098866911326983,13.93201727573437,0.9075624838659211,999222.1449384612
14.690805409799742,15.132322378203467,-0.4441280579412186,999222.1449384612
-13.756326768186803,1.1581103244354387,-1.155726031975366,999222.1449384612
9.608532583222532,4.0346932519219,0.05295510425616335,999222.1449384612
8.248483531593035,-20.208603876890827,-17.897737351226745,999222.1449384612
-0.9362047725384209,0.14463956497897026,0.8346778337599066,999222.1449384612
-5.559300422944047,-3.3059634877040094,-0.5548708647719331,999222.1449384612
-47.64182385426804,23.571805769839298,-1.4427945399066153,999222.1449384612
3.417913520793067,6.2182029866993815,0.761254557548946,999222.1449384612
10.59149177599243,8.62218184587223,0.5581910078383624,999222.1449384612
-1.8802240281390192,4.345798039967786,0.025523522961541055,999222.1449384612
2.7635034148571367,-3.339043150870421,-1.4626448915467285,999222.1449384612
-0.9968885964256569,-17.390900784079193,-0.10240536059080808,999222.1449384612
22.804518315179756,6.141198913554214,-0.27198365242204786,999222.1449384612
25.110432646103334,-0.1556444753922214,3.4530697098169076,999222.1449384612
3.755430294541041,0.5977618852799998,2.167116763579438,999222.1449384612
14.152264229430275,12.259654902735136,1.6062767239136573,999222.1449384612
